Platform,ID,Title,Members,Views,Likes,Comments,Favorites,Shares,Date,URL
TIKTOK,7221483710376463618,#김종국 선배님과 #내춤춰챌린지 💃  #Kitsch #내춤춰챌린지 #KitschChallenge #키치챌린지 #IVE #아이브 #IveIVE #아이해브아이브 #짐종국,GROUP/UNKNOWN,3400000,367900,1447,,1434,2023-04-13,https://www.tiktok.com/@ive.official/video/7221483710376463618
TIKTOK,7216956807988727041,지구용사 #오마이걸 #미미 선배님과 지락실 멤버들의 #내춤춰챌린지 💃🏼  #Kitsch #KitschChallenge #키치챌린지 #IVE #아이브 #ANYUJIN #안유진 #IveIVE #아이해브아이브 #뿅뿅지구오락실 #지락실 ,YUJIN,3400000,318800,1028,,1053,2023-04-01,https://www.tiktok.com/@ive.official/video/7216956807988727041
TIKTOK,7140600751935556865,핫도그도 도그다 🌭🐶 #IVE #아이브 #AfterLIKE #애프터라이크 #ANYUJIN #안유진 #AfterLIKEchallenge #애프터라이크챌린지 ,YUJIN,3400000,375600,3705,,2527,2022-09-07,https://www.tiktok.com/@ive.official/video/7140600751935556865
TIKTOK,7557614100235308295,21? No! Baby #IVE #REI #Valentino #ValentinoGaravani #ValentinoFireflies,REI,3300000,538900,2707,,33700,2025-10-05,https://www.tiktok.com/@ive.official/video/7557614100235308295
TIKTOK,7466451246874987784,IVE THE 3rd EP < 𝐼𝑉𝐸 𝐸𝑀𝑃𝐴𝑇𝐻𝑌 > 'ATTITUDE' TEASER https://youtu.be/7X-haM3KJRI ALBUM RELEASE 2025.02.03 MON 6PM (KST) #IVE #아이브 #アイヴ #IVE_EMPATHY #ATTITUDE #IVE_ATTITUDE #REBELHEART #IVE_REBELHEART,GROUP/UNKNOWN,3300000,547600,4864,,20700,2025-02-01,https://www.tiktok.com/@ive.official/video/7466451246874987784
TIKTOK,7463367865358437639,Na Na Na 🪽 𝘳𝘦𝘪𝘯𝘺𝘰𝘶𝘳𝘩𝘦𝘢𝘳𝘵 .•ᰔᩚ #IVE #아이브 #アイヴ  #REI #레이 #レイ #IVE_EMPATHY #REBELHEART #IVE_REBELHEART #ATTITUDE #IVE_ATTITUDE #REBELHEART_challenge #NewMusic ,REI,3300000,495800,3309,,8063,2025-01-24,https://www.tiktok.com/@ive.official/video/7463367865358437639
TIKTOK,7421797650032332040,찾았다❗커플즈 🍓🫐 #IVE #아이브 #アイヴ #REI #레이 #レイ #LIZ #리즈 #リズ,REI/LIZ,3300000,458600,4156,,12100,2024-10-04,https://www.tiktok.com/@ive.official/video/7421797650032332040
TIKTOK,7322392653725764871,ไม่งอนนะคะ 😉 #IVE #아이브 #アイヴ #GAEUL #가을 #ガウル #SHOW_WHAT_I_HAVE #SHOW_WHAT_I_HAVE_IN_BKK #งอนตลอดchallenge,GAEUL,3300000,555700,4237,,7252,2024-01-10,https://www.tiktok.com/@ive.official/video/7322392653725764871
TIKTOK,7239205766844927240,뮤비 촬영장에서 레이 놀아주는 법..📸🍑 #IVE #아이브 #REI #레이 #IveIVE #아이해브아이브 #IAM #아이엠 #길거리사진작가 ,REI,3300000,537000,5296,,10500,2023-05-31,https://www.tiktok.com/@ive.official/video/7239205766844927240
TIKTOK,7219680686066732290,IVE THE 1ST ALBUM  <I’ve IVE> 'I AM' MV TEASER ALBUM RELEASE 2023.04.10 MON 6PM (KST) #IVE #아이브 #アイヴ #IveIVE #아이해브아이브  #IAM #아이엠 #오늘_내게_열리는건_아이브컴백,GROUP/UNKNOWN,3300000,459100,6594,,9304,2023-04-08,https://www.tiktok.com/@ive.official/video/7219680686066732290
TIKTOK,7173528711419940098,💪🐰💕 #IVE #아이브 #REI #레이 #LIZ #리즈 ,REI/LIZ,3300000,386300,3849,,3676,2022-12-05,https://www.tiktok.com/@ive.official/video/7173528711419940098
TIKTOK,7129776871557827842,난 걸음걸이부터 눈빛까지 “so STARSHIP” 🤭 #IVE #아이브 #LEESEO #이서 #AfterLIKE #애프터라이크,LEESEO,3300000,404000,2964,,1273,2022-08-09,https://www.tiktok.com/@ive.official/video/7129776871557827842
TIKTOK,7435566767226850567,｡‧˚* ₊ ⋆ 요리왕 👩‍🍳 𝑩𝒀 𝑻𝑬𝑨𝑴 𝑰𝑽𝑬 ⋆ ₊ ﾟ˚‧｡ #IVE #아이브 #アイヴ #123IVE5,GROUP/UNKNOWN,3200000,422300,5348,,9711,2024-11-10,https://www.tiktok.com/@ive.official/video/7435566767226850567
TIKTOK,7407370163563089169,1004의 1000일 선물 🎁🪽 #IVE #아이브 #アイヴ #GAEUL #가을 #ガウル,GAEUL,3200000,323200,4911,,8195,2024-08-26,https://www.tiktok.com/@ive.official/video/7407370163563089169
TIKTOK,7407308450654358805,🎥 Wanna hold you Wanna hug you 🫂🤍 #IVE #아이브 #アイヴ #IVEDEBUT1000DAYS ,GROUP/UNKNOWN,3200000,396000,4146,,5340,2024-08-26,https://www.tiktok.com/@ive.official/video/7407308450654358805
TIKTOK,7283381329717103874,모두 다 'IVE'야 🎉 #EitherWaychallenge #이더웨이챌린지 #EitherWay #이더웨이 #OfftheRecord #Baddie #IVE #아이브 #アイヴ #GAEUL #가을 #ガウル #JANGWONYOUNG #장원영 #ジャンウォニョン #ウォニョン #LIZ #리즈 #リズ #1stEP #IVEMINE ,WONYOUNG/GAEUL/LIZ,3200000,402800,2258,,3106,2023-09-27,https://www.tiktok.com/@ive.official/video/7283381329717103874
TIKTOK,7280853949538684161,한다 깜냥이의 챌린지 😎 #IVE #아이브 #アイヴ #LIZ #리즈 #リズ #1stEP #IVEMINE #Eitherway #OfftheRecord #Baddie #smokechallenge #스모크챌린지 ,LIZ,3200000,453000,3444,,5267,2023-09-20,https://www.tiktok.com/@ive.official/video/7280853949538684161
TIKTOK,7235228757034847496,다이브가 아쉬워 할까봐 가져온...🎁  Blue Blood💙🩸 (YONSEI EDITION) #IVE #아이브 #IveIVE #아이해브아이브 #BlueBlood ,GROUP/UNKNOWN,3200000,375300,3538,,4251,2023-05-20,https://www.tiktok.com/@ive.official/video/7235228757034847496
TIKTOK,7093797141063191809,막냉이도 DIVE~~😮😜#LOVEDIVEchallenge #러브다이브챌린지 #IVE #아이브 #LEESEO #이서 #LOVEDIVE #러브다이브,LEESEO,3200000,478100,3854,,2317,2022-05-04,https://www.tiktok.com/@ive.official/video/7093797141063191809
TIKTOK,7082381783529950466,IVETHE 2nd SINGLE ALBUM<LOVE DIVE> MV TEASER2022.04.05 TUE 6PM (KST)#IVE #아이브 #アイヴ#LOVEDIVE #러브다이브,GROUP/UNKNOWN,3200000,545400,6938,,6689,2022-04-03,https://www.tiktok.com/@ive.official/video/7082381783529950466
TIKTOK,7038187543640296705,#IVE #아이브 #YUJIN #유진#ELEVEN #ELEVENchallenge#일레븐챌린지 #다채로운쥐#Tiktok #틱톡,YUJIN,3200000,274200,1987,,2774,2021-12-05,https://www.tiktok.com/@ive.official/video/7038187543640296705
TIKTOK,7500821403898236167,230311 Remember 🪽 #IVE #아이브 #アイヴ #어린이날,GROUP/UNKNOWN,3100000,363200,3144,,5654,2025-05-05,https://www.tiktok.com/@ive.official/video/7500821403898236167
TIKTOK,7477189572737223943,손끝엔 기니 🫳🐹 with @kiiikiii_official  #지유 #IVE #아이브 #アイヴ #LEESEO #이서 #イソ #키키 #JIYU #IVE_EMPATHY #ATTITUDE #IVE_ATTITUDE #REBELHEART #IVE_REBELHEART #ATTITUDEchallenge #NewMusic #폭주기니 #폭주기니챌린지,LEESEO,3100000,364300,4226,,7513,2025-03-02,https://www.tiktok.com/@ive.official/video/7477189572737223943
TIKTOK,7474846218695232786,딸기니❓ 기니니❔  #IVE #아이브 #アイヴ #REI #레이 #レイ #IVE_EMPATHY #ATTITUDE #IVE_ATTITUDE #REBELHEART #IVE_REBELHEART #ATTITUDEchallenge #NewMusic #폭주기니 #폭주기니챌린지,REI,3100000,395500,3136,,9945,2025-02-24,https://www.tiktok.com/@ive.official/video/7474846218695232786
TIKTOK,7462229517898124562,"Love me, hate me 🏹🎨 #IVE #아이브 #アイヴ  #ANYUJIN #안유진  #アンユジン #ユジン #GAEUL #가을 #ガウル #REI #레이 #レイ #IVE_EMPATHY #REBELHEART #IVE_REBELHEART #ATTITUDE #IVE_ATTITUDE #REBELHEARTchallenge #NewMusic",YUJIN/REI/GAEUL,3100000,395000,3013,,4148,2025-01-21,https://www.tiktok.com/@ive.official/video/7462229517898124562
TIKTOK,7451513957522705671,"글쎄, 왜레이서 🤷‍♀️❔ #IVE #아이브 #アイヴ #REI #레이 #レイ #LEESEO #이서 #イソ",REI/LEESEO,3100000,323000,2372,,4651,2024-12-23,https://www.tiktok.com/@ive.official/video/7451513957522705671
TIKTOK,7450354264678993159,두콩즈 get it🤘🤟 #IVE #아이브 #アイヴ  #ANYUJIN #안유진 #アンユジン #ユジン #REI #레이 #レイ ,YUJIN/REI,3100000,510900,2639,,8617,2024-12-20,https://www.tiktok.com/@ive.official/video/7450354264678993159
TIKTOK,7281653935645920514,IVE THE 1st EP <I'VE MINE> Either Way Teaser JANGWONYOUNG https://youtu.be/bPux8HPqBZE ALBUM RELEASE 2023.10.13 FRI #IVE #아이브 #アイヴ #1stEP #IVEMINE #Eitherway #OfftheRecord #Baddie ,WONYOUNG,3100000,572800,7532,,15400,2023-09-22,https://www.tiktok.com/@ive.official/video/7281653935645920514
TIKTOK,7244892477256109320,"3, 2, 1 📸✨ #IAMchallenge #아이엠챌린지 #IAM #아이엠 #IVE #아이브 #IveIVE #아이해브아이브",GROUP/UNKNOWN,3100000,362500,4043,,2893,2023-06-15,https://www.tiktok.com/@ive.official/video/7244892477256109320
TIKTOK,7130498218592406786,유진이가 길 잃어 버릴 일 없는 이유 = 누구든 🚀으로 데려다 줌 #IVE #아이브 #ANYUJIN #안유진 #AfterLIKE #애프터라이크,YUJIN,3100000,379900,2201,,1035,2022-08-11,https://www.tiktok.com/@ive.official/video/7130498218592406786
TIKTOK,7068134601243348225,크앙 🐯#IVE #아이브 #LEESEO #이서 #ELEVEN #ELEVENchallenge#일레븐챌린지 #다채로운쥐,LEESEO,3100000,504100,4390,,5025,2022-02-24,https://www.tiktok.com/@ive.official/video/7068134601243348225
TIKTOK,7037447312171388161,#IVE #아이브 #REI #레이#ELEVEN #ELEVENchallenge#일레븐챌린지 #다채로운쥐#Tiktok #틱톡,REI,3100000,416900,4305,,5413,2021-12-03,https://www.tiktok.com/@ive.official/video/7037447312171388161
TIKTOK,7603752292260597010,IVE  THE 2ND ALBUM  <REVIVE+>  'BANG BANG' MV TEASER https://youtu.be/WXav5B0ppUo 'BANG BANG' RELEASE 2026.02.09 MON 6PM (KST) ALBUM RELEASE 2026.02.23 MON #IVE #아이브  #REVIVE_PLUS #BANGBANG #IVE_BANGBANG ,GROUP/UNKNOWN,3000000,486600,4431,,24200,2026-02-06,https://www.tiktok.com/@ive.official/video/7603752292260597010
TIKTOK,7513160383943675143,couple tralalaaaa #IVE #아이브 #アイヴ #REI #레이 #レイ #LIZ #리즈 #リズ,REI/LIZ,3000000,553500,4515,,27100,2025-06-07,https://www.tiktok.com/@ive.official/video/7513160383943675143
TIKTOK,7501954918400396551,🎺🔥 #IVE #아이브 #アイヴ #ANYUJIN #안유진 #アンユジン #ユジン,YUJIN,3000000,504300,2283,,4954,2025-05-08,https://www.tiktok.com/@ive.official/video/7501954918400396551
TIKTOK,7468908892571831570,직업 만족도 200% 폭주기니둘 #IVE #아이브 #アイヴ  #REI #레이 #レイ #LEESEO #이서 #イソ #IVE_EMPATHY #ATTITUDE #IVE_ATTITUDE #REBELHEART #IVE_REBELHEART #ATTITUDEchallenge #NewMusic,REI/LEESEO,3000000,315600,2266,,5833,2025-02-08,https://www.tiktok.com/@ive.official/video/7468908892571831570
TIKTOK,7464494026683632903,안녕 가을아 🍒👋 #IVE #아이브 #アイヴ  #GAEUL #가을 #ガウル #IVE_EMPATHY #ATTITUDE #IVE_ATTITUDE #REBELHEART #IVE_REBELHEART,GAEUL,3000000,239100,5519,,4259,2025-01-27,https://www.tiktok.com/@ive.official/video/7464494026683632903
TIKTOK,7398819847976619272,📢 IVE THE 1ST WORLD TOUR <SHOW WHAT I HAVE> – ENCORE D-7 🎆 Spoiler : 🪄🔮❓❓ ▪2024.08.10 (SAT) 6PM ▪2024.08.11 (SUN) 5PM (+ONLINE) 📍 KSPO DOME #IVE #아이브 #アイヴ  #SHOW_WHAT_I_HAVE  #SHOW_WHAT_I_HAVE_ENCORE ,GROUP/UNKNOWN,3000000,243800,3316,,1502,2024-08-03,https://www.tiktok.com/@ive.official/video/7398819847976619272
TIKTOK,7380373879916645649,How well do you know IVE? ☕🍵 #IVE #아이브 #アイヴ ,GROUP/UNKNOWN,3000000,311400,2824,,2066,2024-06-14,https://www.tiktok.com/@ive.official/video/7380373879916645649
TIKTOK,7369848342462975233,Fan Spotlight를 통한 아이브와 다이브의 만남✨  #IVE #아이브 #アイヴ  #2ndEP #IVE_SWITCH  #해야 #HEYA #Accendio #아센디오 #NewMusic  @musicontiktok ,GROUP/UNKNOWN,3000000,63800,1086,,540,2024-05-17,https://www.tiktok.com/@ive.official/video/7369848342462975233
TIKTOK,7346852683241868562,꺄르르 Night Ver. 💃🏼💃🏼 #IVE #아이브 #アイヴ #ANYUJIN #안유진  #アンユジン #ユジン #GAEUL #가을 #ガウル #LALALAND #라라랜드,YUJIN/GAEUL,3000000,488600,2295,,14300,2024-03-16,https://www.tiktok.com/@ive.official/video/7346852683241868562
TIKTOK,7330045462428388626,🌸🍒🌃 #AllNightChallenge with #LE_SSERAFIM #SAKURA #HONGEUNCHAE  #IVE #아이브 #アイヴ #ANYUJIN #안유진 #アンユジン #ユジン #GAEUL #가을 #ガウル #르세라핌 #사쿠라 #홍은채 #IVExSaweetie #IVEAllNight #AllNight #PopGoRock #NEWMUSIC,YUJIN/GAEUL,3000000,355300,2265,,1961,2024-01-31,https://www.tiktok.com/@ive.official/video/7330045462428388626
TIKTOK,7302275868414512402,NOBODY Challenge 같이 뛰어들어 Come in 🛗💄🥂 #NOBODY by #LIZ #NOBODY_Challenge #IVE #아이브 #アイヴ #리즈 #リズ #노바디,LIZ,3000000,418900,2837,,3277,2023-11-17,https://www.tiktok.com/@ive.official/video/7302275868414512402
TIKTOK,7296052331156655362,내 DNA엔 blue blood runs 🐈‍⬛💜 #BaddieChallenge #Baddie #Eitherway #OfftheRecord #IVE #아이브 #アイヴ #1stEP #IVEMINE #NewMusic ,GROUP/UNKNOWN,3000000,357200,1846,,2114,2023-10-31,https://www.tiktok.com/@ive.official/video/7296052331156655362
TIKTOK,7233300203661511944,LEESEO Ride the W-A-V-E 🎾  #WAVEchallenge #WAVE #IVE #아이브 #アイヴ #LEESEO #이서 #イソ  #JAPAN1stEP ,LEESEO,3000000,291300,1972,,3027,2023-05-15,https://www.tiktok.com/@ive.official/video/7233300203661511944
TIKTOK,7220394141459467521,#문명특급 MC #재재 님과 함께한 #IAMchallenge EASY Ver. 👌 #아이엠챌린지 #IAM #아이엠 #IVE #아이브 #JANGWONYOUNG #장원영 #LIZ #리즈 #IveIVE #아이해브아이브,WONYOUNG/LIZ,3000000,322700,1540,,1158,2023-04-10,https://www.tiktok.com/@ive.official/video/7220394141459467521
TIKTOK,7604818705599515922,BANG BANG with #추영우 #CHOOYOUNGWOO #IVE #아이브 #IVE_BANGBANG,GROUP/UNKNOWN,2900000,469200,2182,,11200,2026-02-09,https://www.tiktok.com/@ive.official/video/7604818705599515922
TIKTOK,7594000248029089032,ᶜᴴᴱᴱᴿᴸᴵᶻ 📣 #IVE #아이브  #LIZ #리즈 ,LIZ,2900000,405500,3125,,11000,2026-01-11,https://www.tiktok.com/@ive.official/video/7594000248029089032
TIKTOK,7593974244434808071,Gimme ReiSeo!! 🏎️ #IVE  #REI #레이#레ᄋEESEO #이서,REI/LEESEO,2900000,438500,2503,,15800,2026-01-11,https://www.tiktok.com/@ive.official/video/7593974244434808071
TIKTOK,7578869269430095122,4️⃣👯‍♀️ #IVE #아이브  #HappyIVEday #IVE_4th_Anniversary #영원히_아이브_여섯을_간직하길 ❄️,GROUP/UNKNOWN,2900000,369700,2215,,6617,2025-12-01,https://www.tiktok.com/@ive.official/video/7578869269430095122
TIKTOK,7493079925130366226,우린 tomoda🧀 #IVE #아이브 #アイヴ #REI #레이 #レイ #LIZ #리즈 #リズ #LEESEO #이서 #イソ #IVE_SCOUT,REI/LIZ/LEESEO,2900000,342800,3025,,6132,2025-04-14,https://www.tiktok.com/@ive.official/video/7493079925130366226
TIKTOK,7468615257066491143,Queens' ATTITUDE 👑💎 with #가비  #IVE #아이브 #アイヴ #JANGWONYOUNG #장원영 #ジャンウォニョン #ウォニョン #IVE_EMPATHY #ATTITUDE #IVE_ATTITUDE #REBELHEART #IVE_REBELHEART #ATTITUDEchallenge #NewMusic #퀸가비,WONYOUNG,2900000,321100,2751,,2367,2025-02-07,https://www.tiktok.com/@ive.official/video/7468615257066491143
TIKTOK,7464615926231518472,눈이.. 내려와용☃️ #IVE #아이브 #アイヴ  #GAEUL #가을 #ガウル #LIZ #리즈 #リズ #IVE_EMPATHY #ATTITUDE #IVE_ATTITUDE #REBELHEART #IVE_REBELHEART,GAEUL/LIZ,2900000,281900,4467,,5233,2025-01-27,https://www.tiktok.com/@ive.official/video/7464615926231518472
TIKTOK,7435215720381746440,DIVE came over and occupied our heart 🤍 #IVE #아이브 #アイヴ #SUPERNOVALOVE #DAVIDGUETTA,GROUP/UNKNOWN,2900000,326900,3431,,3606,2024-11-09,https://www.tiktok.com/@ive.official/video/7435215720381746440
TIKTOK,7420412464359116040,내가 원하는 건 DIVE 💗🩷💞 #IVE #아이브 #アイヴ #LEESEO #이서 #イソ ,LEESEO,2900000,351400,3873,,8487,2024-09-30,https://www.tiktok.com/@ive.official/video/7420412464359116040
TIKTOK,7398440745339866386,📢 IVE THE 1ST WORLD TOUR <SHOW WHAT I HAVE> – ENCORE D-8 🎆 Spoiler : 🤘👑❓❓ ▪2024.08.10 (SAT) 6PM ▪2024.08.11 (SUN) 5PM (+ONLINE) 📍 KSPO DOME #IVE #아이브 #アイヴ #SHOW_WHAT_I_HAVE #SHOW_WHAT_I_HAVE_ENCORE,GROUP/UNKNOWN,2900000,266800,2129,,1581,2024-08-02,https://www.tiktok.com/@ive.official/video/7398440745339866386
TIKTOK,7329674468694002951,🐥🐶🌃 #AllNightChallenge with #STAYC #J #IVE #아이브 #アイヴ #REI #레이 #レイ #스테이씨 #재이 #IVExSaweetie #IVEAllNight #AllNight #PopGoRock #NEWMUSIC,REI,2900000,282200,1689,,1374,2024-01-30,https://www.tiktok.com/@ive.official/video/7329674468694002951
TIKTOK,7290014694054579464,난 즐겨 #Kep1er #CHAEHYUN   #HUENING_BAHIYYIH 와의 #BaddieChallenge 🔭😈 #Baddie #IVE #아이브 #アイヴ #LIZ #케플러 #김채현 #휴닝바히에 #NewMusic,LIZ,2900000,375700,2484,,3424,2023-10-15,https://www.tiktok.com/@ive.official/video/7290014694054579464
TIKTOK,7289674590651993352,#CRAVITY #MINHEE #HYEONGJUN 선배님과 함께 완성 돼 우리 #BaddieChallenge #NewMusic 🧀😈,GROUP/UNKNOWN,2900000,311600,1835,,3188,2023-10-14,https://www.tiktok.com/@ive.official/video/7289674590651993352
TIKTOK,7258104952545905928,레이의 하루(진짜 이게 다)😎✈️ #IVE #아이브 #REI #레이 #IWANT #펩시 #PEPSI_ZERO_SUGAR #펩시제로슈거 #IWANTchallenge #아이원트챌린지,REI,2900000,268100,3958,,5150,2023-07-21,https://www.tiktok.com/@ive.official/video/7258104952545905928
TIKTOK,7215194539227680008,IVE's Kitsch 🎥🤟  #Kitsch #KitschChallenge #키치챌린지 #IVE #아이브 #IveIVE #아이해브아이브,GROUP/UNKNOWN,2900000,337100,3051,,3322,2023-03-27,https://www.tiktok.com/@ive.official/video/7215194539227680008
TIKTOK,7210248632812014849,Hamster GAEUL 🐹 #IVE #아이브 #GAEUL #가을,GAEUL,2900000,418400,3925,,6091,2023-03-14,https://www.tiktok.com/@ive.official/video/7210248632812014849
TIKTOK,7159078925904153858,DIVE 만나러 가는 길 💨💙 #LOVEDIVEchallenge #러브다이브챌린지 #IVE #아이브 #LOVEDIVE #러브다이브 #IVE_LOVEDIVE,GROUP/UNKNOWN,2900000,372200,4230,,3087,2022-10-27,https://www.tiktok.com/@ive.official/video/7159078925904153858
TIKTOK,7139488300275862786,,UNKNOWN,2900000,405000,3454,,2906,2022-09-04,https://www.tiktok.com/@ive.official/video/7139488300275862786
TIKTOK,7130221226269658370,손짓 하나와 표정까지⭐️ STARSHIP 🚀 #IVE #아이브 #REI #레이 #AfterLIKE #애프터라이크,REI,2900000,312800,2298,,1188,2022-08-10,https://www.tiktok.com/@ive.official/video/7130221226269658370
TIKTOK,7084468377221106945,‘공주’악 🦚#LOVEDIVEchallenge #러브다이브챌린지 #IVE #아이브 #WONYOUNG #원영 #LOVEDIVE #러브다이브,WONYOUNG,2900000,273700,2906,,1998,2022-04-09,https://www.tiktok.com/@ive.official/video/7084468377221106945
TIKTOK,7042906666441919746,난 몰랐어…🤭#IVE #아이브 #YUJIN #유진#ELEVEN #ELEVENchallenge #일레븐챌린지 #다채로운쥐,YUJIN,2900000,343600,5612,,2567,2021-12-18,https://www.tiktok.com/@ive.official/video/7042906666441919746
TIKTOK,7507283278932561159,🐹✖️6 ❤️‍🩹 #IVE #아이브 #アイヴ,GROUP/UNKNOWN,2800000,259300,2348,,4000,2025-05-22,https://www.tiktok.com/@ive.official/video/7507283278932561159
TIKTOK,7506060497301556498,Shake It 🎸 #IVE #아이브 #アイヴ #LEESEO #이서 #イソ,LEESEO,2800000,410400,4096,,11200,2025-05-19,https://www.tiktok.com/@ive.official/video/7506060497301556498
TIKTOK,7400334829985762580,어차피 여름은 안유진 ! 🍉❤‍🔥 #IVE #아이브 #アイヴ #ANYUJIN #안유진  #アンユジン #ユジン,YUJIN,2800000,307900,3400,,6054,2024-08-07,https://www.tiktok.com/@ive.official/video/7400334829985762580
TIKTOK,7397969497241505031,소심한 ‘I’VE가 샌드위치 주문하는 법 📞😳 #IVE #아이브 #アイヴ #REI #레이 #レイ #LIZ #리즈 #リズ #LEESEO #이서 #イソ ,REI/LIZ/LEESEO,2800000,204600,2799,,2247,2024-08-01,https://www.tiktok.com/@ive.official/video/7397969497241505031
TIKTOK,7295357361038970120,포니테일 커플 👱‍♀️🫶👱‍♀️ #IVE #아이브 #アイヴ #REI #레이 #レイ #LIZ #리즈 #1stEP #IVEMINE #Eitherway #OfftheRecord #Baddie ,REI/LIZ,2800000,386100,2693,,3995,2023-10-29,https://www.tiktok.com/@ive.official/video/7295357361038970120
TIKTOK,7175365530235325697,Diamonds and 🍒🐰 #IVE #아이브 #JANGWONYOUNG #장원영 ,WONYOUNG,2800000,326000,4245,,3891,2022-12-10,https://www.tiktok.com/@ive.official/video/7175365530235325697
TIKTOK,7037818400214666497,#IVE #아이브 #LIZ #리즈#ELEVEN #ELEVENchallenge#일레븐챌린지 #다채로운쥐#Tiktok #틱톡,LIZ,2800000,336200,3572,,4506,2021-12-04,https://www.tiktok.com/@ive.official/video/7037818400214666497
